,title_ramowka,redactor,datetime
2912,Punkt widzenia,Beata Grabarczyk ,2022-06-28 21:00:00
2913,Sejsmograf,Kinga Krasuska,2022-06-28 22:00:00
2914,Muzyka do rana,,2022-06-29 00:00:00
2915,Nowy świt,Mateusz Andruszkiewicz ,2022-06-29 06:00:00
2916,Wszystko gra,Maciej Jankowski,2022-06-29 10:00:00
2917,W środku dnia,Jan Niebudek ,2022-06-29 11:00:00
2918,Dzieci bluesa,Jan Chojnacki ,2022-06-29 14:00:00
2919,Nowy Świat po południu,Ksenia Maćczak ,2022-06-29 16:00:00
2920,Bon ton,Agnieszka Lipka-Barnett,2022-06-29 19:00:00
2921,Słowo daję,Jarosław Mikołajewski ,2022-06-29 21:00:00
2922,Muzyka do czytania,Michał Nogaś,2022-06-29 22:00:00
2923,Muzyka do rana,,2022-06-30 00:00:00
2924,Nowy świt,"Katarzyna Kasia, Grzegorz Markowski ",2022-06-30 06:00:00
2925,Numer na bis,Maria Zamachowska,2022-06-30 10:00:00
2926,W środku dnia,Jan Niebudek ,2022-06-30 11:00:00
2927,Zamach na dziesiątą muzę,Zbigniew Zamachowski,2022-06-30 14:00:00
2928,Nowy Świat po południu,Ksenia Maćczak ,2022-06-30 16:00:00
2929,"Gala konkursu ""Otwarty Mikrofon""",Marcelina Słomian,2022-06-30 18:00:00
2930,Napiór w eterze,Marek Napiórkowski,2022-06-30 19:00:00
2931,Punkt widzenia,Beata Grabarczyk ,2022-06-30 21:00:00
2932,Nocny świat,Mikołaj Kierski,2022-06-30 22:00:00
2933,Powidoki,Bruno Jasieński,2022-06-30 23:00:00
2934,Muzyka do rana,,2022-07-01 00:00:00
2935,Poranna Manna,Wojciech Mann ,2022-07-01 06:00:00
2936,Dobrze nastrojone,Marcelina Słomian,2022-07-01 10:00:00
2937,W środku dnia,Jan Niebudek ,2022-07-01 11:00:00
2938,Klimaty na raty,Jan Janczy,2022-07-01 14:00:00
2939,Nowy Świat po południu,Ksenia Maćczak ,2022-07-01 16:00:00
2940,RadioAktywni,Jacek Nizinkiewicz ,2022-07-01 19:00:00
2941,Sny kolorowe,Barbara Gregorczyk ,2022-07-01 21:00:00
2942,Biforek,Mikołaj Tyczyński,2022-07-01 22:00:00
2943,U progu nocy,Kamil Wrona,2022-07-01 23:00:00
2944,Koncertowe granie,,2022-07-02 00:00:00
2945,Muzyka do rana,,2022-07-02 02:15:00
2946,Sobotni brzask,Maciej Jankowski,2022-07-02 07:00:00
2947,Koncert życzeń,"Joanna Kołaczkowska, Maria Zamachowska ",2022-07-02 10:00:00
2948,Deliberatorium,Beata Grabarczyk ,2022-07-02 12:00:00
2949,Muzyczny gabinet terapeutyczny,Monika Borzym,2022-07-02 13:00:00
2950,Radiolokacja,Barbara Gregorczyk ,2022-07-02 14:00:00
2951,Miłomuzomania,Kinga Krasuska,2022-07-02 15:00:00
2952,Mięta do (pop)kultury,Katarzyna Oklińska,2022-07-02 18:00:00
2953,"Szczyt wszystkiego, czyli każda lista świata","Mateusz Andruszkiewicz, Maciej Jankowski, Marcin Mann",2022-07-02 19:00:00
2954,TIP-TOP Lista Radia Nowy Świat,Mateusz Andruszkiewicz ,2022-07-02 20:00:00
2955,Domówka,Paweł Orlikowski,2022-07-02 22:00:00
2956,Muzyka do rana,,2022-07-03 00:00:00
2957,De Cuba Su Musica,Jose Torres,2022-07-03 08:00:00
2958,Lipcowy miód,Jan Janczy,2022-07-03 10:00:00
2959,Manniak po omacku,Wojciech Mann,2022-07-03 11:00:00
2960,Raczek movie,Tomasz Raczek ,2022-07-03 13:00:00
2961,Wesoła warszawska fala,Jan Emil Młynarski,2022-07-03 14:00:00
2962,Pora siesty,Marcin Kydryński,2022-07-03 15:00:00
2963,W głębi duszy,Eliza Michalik ,2022-07-03 17:00:00
2964,Nie tylko hip-hop,Mateusz Andruszkiewicz,2022-07-03 18:00:00
2965,Czytał Michał Nogaś,Michał Nogaś ,2022-07-03 19:00:00
2966,Mogli w niedzielę,,2022-07-03 20:00:00
2967,Dobrze nastrojone po polsku,Marcelina Słomian,2022-07-03 21:00:00
2968,Osobiste wycieczki,Maciej Grzenkowicz,2022-07-03 23:00:00
2969,Muzyka do rana,,2022-07-04 00:00:00
2970,Nowy świt,Maciej Orłoś,2022-07-04 06:00:00
2971,Gra o ton,"Wojciech Mann, Maciej Grzenkowicz ",2022-07-04 10:00:00
2972,W środku dnia,Jan Niebudek,2022-07-04 11:00:00
2973,Dziękuję za wypowiedź,Adam Nowak,2022-07-04 14:00:00
2974,Nowy Świat po południu,Ksenia Maćczak,2022-07-04 16:00:00
2975,Strumień zdumień,Jan Chojnacki,2022-07-04 19:00:00
2976,Punkt widzenia,Agnieszka Lipka-Barnett ,2022-07-04 21:00:00
2977,Muzyka bardzo poważna,Krzysztof Grabowski,2022-07-04 22:00:00
2978,Muzyka do rana,,2022-07-05 00:00:00
2979,Nowy świt,Katarzyna Kasia ,2022-07-05 06:00:00
2980,Numer na bis,Maria Zamachowska,2022-07-05 10:00:00
2981,W środku dnia,Mateusz Andruszkiewicz ,2022-07-05 11:00:00
2982,Personal bigos,Marcin Mann,2022-07-05 14:00:00
2983,Soulówka,Mikołaj Tyczyński ,2022-07-05 15:00:00
2984,Nowy Świat po południu,Michał Porycki ,2022-07-05 16:00:00
2985,Wagle,"Wojciech Waglewski, Fisz",2022-07-05 19:00:00
2986,Punkt widzenia,Beata Grabarczyk ,2022-07-05 21:00:00
2987,Sejsmograf,Kinga Krasuska,2022-07-05 22:00:00
2988,Muzyka do rana,,2022-07-06 00:00:00
2989,Nowy świt,Mateusz Andruszkiewicz ,2022-07-06 06:00:00
2990,Wszystko gra,Maciej Jankowski,2022-07-06 10:00:00
2991,W środku dnia,Jan Niebudek ,2022-07-06 11:00:00
2992,Dzieci bluesa,Jan Chojnacki ,2022-07-06 14:00:00
2993,Nowy Świat po południu,Michał Porycki ,2022-07-06 16:00:00
2994,Bon ton,Agnieszka Lipka-Barnett,2022-07-06 19:00:00
2995,Słowo daję,Jarosław Mikołajewski ,2022-07-06 21:00:00
2996,Muzyka do czytania,Michał Nogaś,2022-07-06 22:00:00
2997,Muzyka do rana,,2022-07-07 00:00:00
2998,Nowy świt,"Katarzyna Kasia, Grzegorz Markowski ",2022-07-07 06:00:00
2999,Motyw przewodni,Mateusz Kuśmierek,2022-07-07 10:00:00
3000,W środku dnia,Jan Niebudek ,2022-07-07 11:00:00
3001,Zamach na dziesiątą muzę,Maria Zamachowska,2022-07-07 14:00:00
3002,Nowy Świat po południu,Michał Porycki ,2022-07-07 16:00:00
3003,Napiór w eterze,Marek Napiórkowski,2022-07-07 19:00:00
3004,Punkt widzenia,Beata Grabarczyk ,2022-07-07 21:00:00
3005,Nocny świat,Mikołaj Kierski,2022-07-07 22:00:00
3006,Powidoki,Bruno Jasieński,2022-07-07 23:00:00
3007,Muzyka do rana,,2022-07-08 00:00:00
3008,Poranna Manna,Wojciech Mann,2022-07-08 06:00:00
3009,Dobrze nastrojone,Marcelina Słomian,2022-07-08 10:00:00
3010,W środku dnia,Jan Niebudek,2022-07-08 11:00:00
3011,Klimaty na raty,Jan Janczy,2022-07-08 14:00:00
3012,Nowy Świat po południu,Michał Porycki,2022-07-08 16:00:00
3013,RadioAktywni,Jacek Nizinkiewicz,2022-07-08 19:00:00
3014,Akademia rocka,Adam Stasiak,2022-07-08 21:00:00
3015,Biforek,Mikołaj Tyczyński,2022-07-08 22:00:00
3016,U progu nocy,Kamil Wrona,2022-07-08 23:00:00
3017,Koncertowe granie,,2022-07-09 00:00:00
3018,Muzyka do rana,,2022-07-09 01:45:00
3019,Sobotni brzask,Maciej Jankowski,2022-07-09 07:00:00
3020,Koncert życzeń,"Wojciech Malajkat, Tomasz Raczek ",2022-07-09 10:00:00
3021,Deliberatorium,Beata Grabarczyk ,2022-07-09 12:00:00
3022,Muzyczny gabinet terapeutyczny,Monika Borzym,2022-07-09 13:00:00
3023,Sny kolorowe,Barbara Gregorczyk ,2022-07-09 14:00:00
3024,Miłomuzomania,Kinga Krasuska,2022-07-09 15:00:00
3025,Mięta do (pop)kultury,Katarzyna Oklińska,2022-07-09 18:00:00
3026,"Szczyt wszystkiego, czyli każda lista świata",Maciej Jankowski,2022-07-09 19:00:00
3027,TIP-TOP Lista Radia Nowy Świat,Michał Porycki ,2022-07-09 20:00:00
3028,Domówka,Paweł Orlikowski,2022-07-09 22:00:00
3029,Radio cały świat,"Michał Nogaś, Marcelina Słomian",2022-07-10 00:00:00
3030,Radio cały świat,"Mikołaj Tyczyński, Maria Zamachowska",2022-07-10 02:00:00
3031,Radio cały świat,"Barbara Gregorczyk, Jan Janczy",2022-07-10 04:00:00
3032,Radio cały świat,"Mikołaj Kierski, Agnieszka Lipka-Barnett",2022-07-10 06:00:00
3033,Urodzinowy świt,Ksenia Maćczak,2022-07-10 08:00:00
3034,Manniak po omacku,Wojciech Mann,2022-07-10 10:00:00
3035,Radio cały świat,Jan Niebudek ,2022-07-10 12:00:00
3036,Radio cały świat,Tomasz Raczek,2022-07-10 14:00:00
3037,Pora siesty,Marcin Kydryński,2022-07-10 16:00:00
3038,Radio cały świat,"Katarzyna Kasia, Michał Nogaś",2022-07-10 18:00:00
3039,Koncert w Nowym Świecie,,2022-07-10 20:00:00
3040,Radio cały świat,Marcelina Słomian ,2022-07-10 21:00:00
3041,Muzyka do rana,,2022-07-11 00:00:00
3042,Nowy świt,Maciej Orłoś,2022-07-11 06:00:00
3043,Gra o ton,Wojciech Mann ,2022-07-11 10:00:00
3044,W środku dnia,Jan Niebudek ,2022-07-11 11:00:00
3045,Dziękuję za wypowiedź,Adam Nowak,2022-07-11 14:00:00
3046,Nowy Świat po południu,Ksenia Maćczak ,2022-07-11 16:00:00
3047,Strumień zdumień,Jan Chojnacki ,2022-07-11 19:00:00
3048,JerzoBrzmienia,Jerzy Sosnowski ,2022-07-11 21:00:00
3049,Muzyka bardzo poważna,Krzysztof Grabowski,2022-07-11 22:00:00
3050,Muzyka do rana,,2022-07-12 00:00:00
3051,Nowy świt,Katarzyna Kasia,2022-07-12 06:00:00
3052,Numer na bis,Maria Zamachowska,2022-07-12 10:00:00
3053,W środku dnia,Mateusz Andruszkiewicz ,2022-07-12 11:00:00
3054,Personal bigos,Marcin Mann,2022-07-12 14:00:00
3055,Soulówka,Mikołaj Tyczyński ,2022-07-12 15:00:00
3056,Nowy Świat po południu,Michał Porycki ,2022-07-12 16:00:00
3057,Wagle,"Wojciech Waglewski, Fisz ",2022-07-12 19:00:00
3058,Punkt widzenia,Beata Grabarczyk ,2022-07-12 21:00:00
3059,Sejsmograf,Kinga Krasuska,2022-07-12 22:00:00
3060,Muzyka do rana,,2022-07-13 00:00:00
3061,Nowy świt,Mateusz Andruszkiewicz ,2022-07-13 06:00:00
3062,Wszystko gra,Maciej Jankowski,2022-07-13 10:00:00
3063,W środku dnia,Jan Niebudek ,2022-07-13 11:00:00
3064,Dzieci bluesa,Jan Chojnacki ,2022-07-13 14:00:00
3065,Nowy Świat po południu,Michał Porycki ,2022-07-13 16:00:00
3066,Bon ton,Agnieszka Lipka-Barnett,2022-07-13 19:00:00
3067,Słowo daję,Jarosław Mikołajewski,2022-07-13 21:00:00
3068,Muzyka do czytania,Michał Nogaś,2022-07-13 22:00:00
3069,Muzyka do rana,,2022-07-14 00:00:00
3070,Nowy świt,Grzegorz Markowski ,2022-07-14 06:00:00
3071,Motyw przewodni,Mateusz Kuśmierek,2022-07-14 10:00:00
3072,W środku dnia,Jan Niebudek ,2022-07-14 11:00:00
3073,Zamach na dziesiątą muzę,Maria Zamachowska,2022-07-14 14:00:00
3074,Nowy Świat po południu,Michał Porycki ,2022-07-14 16:00:00
3075,Napiór w eterze,Marek Napiórkowski,2022-07-14 19:00:00
3076,Punkt widzenia,Beata Grabarczyk ,2022-07-14 21:00:00
3077,Nocny świat,Mikołaj Kierski,2022-07-14 22:00:00
3078,Powidoki,Bruno Jasieński,2022-07-14 23:00:00
3079,Muzyka do rana,,2022-07-15 00:00:00
3080,Poranna Manna,Wojciech Mann ,2022-07-15 06:00:00
3081,Dobrze nastrojone,Marcelina Słomian,2022-07-15 10:00:00
3082,W środku dnia,Jan Niebudek ,2022-07-15 11:00:00
3083,Klimaty na raty,Jan Janczy,2022-07-15 14:00:00
3084,Nowy Świat po południu,Michał Porycki ,2022-07-15 16:00:00
3085,RadioAktywni,Jacek Nizinkiewicz,2022-07-15 19:00:00
3086,Akademia rocka,Adam Stasiak,2022-07-15 21:00:00
3087,Biforek,Mikołaj Tyczyński,2022-07-15 22:00:00
3088,U progu nocy,Kamil Wrona,2022-07-15 23:00:00
3089,Koncertowe granie,,2022-07-16 00:00:00
3090,Muzyka do rana,,2022-07-16 01:15:00
3091,Sobotni brzask,Maciej Jankowski ,2022-07-16 07:00:00
3092,Koncert życzeń,"Piotr Bukartyk, Marcelina Słomian ",2022-07-16 10:00:00
3093,Deliberatorium,Beata Grabarczyk ,2022-07-16 12:00:00
3094,Muzyczny gabinet terapeutyczny,Monika Borzym,2022-07-16 13:00:00
3095,Sny kolorowe,Barbara Gregorczyk,2022-07-16 14:00:00
3096,Miłomuzomania,Kinga Krasuska,2022-07-16 15:00:00
3097,Mięta do (pop)kultury,Katarzyna Oklińska,2022-07-16 18:00:00
3098,"Szczyt wszystkiego, czyli każda lista świata","Mateusz Andruszkiewicz, Maciej Jankowski, Marcin Mann",2022-07-16 19:00:00
3099,TIP-TOP Lista Radia Nowy Świat,Michał Porycki ,2022-07-16 20:00:00
3100,Domówka,Paweł Orlikowski,2022-07-16 22:00:00
3101,Muzyka do rana,,2022-07-17 00:00:00
3102,De Cuba Su Musica,Jose Torres,2022-07-17 08:00:00
3103,Lipcowy miód,Jan Janczy,2022-07-17 10:00:00
3104,Manniak po omacku,Wojciech Mann,2022-07-17 11:00:00
3105,Raczek movie,Tomasz Raczek ,2022-07-17 13:00:00
3106,Wesoła warszawska fala,Jan Emil Młynarski,2022-07-17 14:00:00
3107,Pora siesty,Marcin Kydryński,2022-07-17 15:00:00
3108,W głębi duszy,Eliza Michalik ,2022-07-17 17:00:00
3109,Nie tylko hip-hop,Mateusz Andruszkiewicz,2022-07-17 18:00:00
3110,Czytał Michał Nogaś,Michał Nogaś ,2022-07-17 19:00:00
3111,Mogli w niedzielę,,2022-07-17 20:00:00
3112,Dobrze nastrojone po polsku,Marcelina Słomian ,2022-07-17 21:00:00
3113,Osobiste wycieczki,Maciej Grzenkowicz,2022-07-17 23:00:00
3114,Muzyka do rana,,2022-07-18 00:00:00
3115,Nowy świt,Mateusz Andruszkiewicz ,2022-07-18 06:00:00
3116,Gra o ton,"Wojciech Mann, Marcelina Słomian ",2022-07-18 10:00:00
3117,W środku dnia,Jan Niebudek ,2022-07-18 11:00:00
3118,Dziękuję za wypowiedź,Adam Nowak,2022-07-18 14:00:00
3119,Nowy Świat po południu,Ksenia Maćczak ,2022-07-18 16:00:00
3120,Strumień zdumień,Jan Chojnacki,2022-07-18 19:00:00
3121,Punkt widzenia,Michał Nogaś ,2022-07-18 21:00:00
3122,Muzyka bardzo poważna,Krzysztof Grabowski,2022-07-18 22:00:00
3123,Muzyka do rana,,2022-07-19 00:00:00
3124,Nowy świt,Katarzyna Kasia,2022-07-19 06:00:00
3125,Numer na bis,Maria Zamachowska,2022-07-19 10:00:00
3126,W środku dnia,Mateusz Andruszkiewicz ,2022-07-19 11:00:00
3127,Personal bigos,Marcin Mann,2022-07-19 14:00:00
3128,Soulówka,Mikołaj Tyczyński ,2022-07-19 15:00:00
3129,Nowy Świat po południu,Michał Porycki ,2022-07-19 16:00:00
3130,Wagle,"Wojciech Waglewski, Fisz",2022-07-19 19:00:00
3131,Punkt widzenia,Beata Grabarczyk ,2022-07-19 21:00:00
3132,Sejsmograf,Kinga Krasuska,2022-07-19 22:00:00
3133,Muzyka do rana,,2022-07-20 00:00:00
3134,Nowy świt,Mateusz Andruszkiewicz,2022-07-20 06:00:00
3135,Wszystko gra,Maciej Jankowski,2022-07-20 10:00:00
3136,W środku dnia,Jan Niebudek ,2022-07-20 11:00:00
3137,Dzieci bluesa,Jan Chojnacki,2022-07-20 14:00:00
3138,Nowy Świat po południu,Michał Porycki ,2022-07-20 16:00:00
3139,Bon ton,Agnieszka Lipka-Barnett,2022-07-20 19:00:00
3140,Słowo daję,Jarosław Mikołajewski,2022-07-20 21:00:00
3141,Muzyka do czytania,Michał Nogaś,2022-07-20 22:00:00
3142,Muzyka do rana,,2022-07-21 00:00:00
3143,Nowy świt,"Katarzyna Kasia, Grzegorz Markowski ",2022-07-21 06:00:00
3144,Motyw przewodni,Mateusz Kuśmierek,2022-07-21 10:00:00
3145,W środku dnia,Jan Niebudek ,2022-07-21 11:00:00
3146,Zamach na dziesiątą muzę,Maria Zamachowska,2022-07-21 14:00:00
3147,Nowy Świat po południu,Michał Porycki ,2022-07-21 16:00:00
3148,Napiór w eterze,Marek Napiórkowski,2022-07-21 19:00:00
3149,Punkt widzenia,Beata Grabarczyk,2022-07-21 21:00:00
3150,Nocny świat,Mikołaj Kierski,2022-07-21 22:00:00
3151,Powidoki,Bruno Jasieński,2022-07-21 23:00:00
3152,Muzyka do rana,,2022-07-22 00:00:00
3153,Poranna Manna,Wojciech Mann ,2022-07-22 06:00:00
3154,Dobrze nastrojone,Marcelina Słomian,2022-07-22 10:00:00
3155,W środku dnia,Jan Niebudek ,2022-07-22 11:00:00
3156,Klimaty na raty,Jan Janczy,2022-07-22 14:00:00
3157,Nowy Świat po południu,Michał Porycki ,2022-07-22 16:00:00
3158,RadioAktywni,Jacek Nizinkiewicz,2022-07-22 19:00:00
3159,Akademia rocka,Adam Stasiak,2022-07-22 21:00:00
3160,Biforek,Mikołaj Tyczyński,2022-07-22 22:00:00
3161,U progu nocy,Kamil Wrona,2022-07-22 23:00:00
3162,Koncertowe granie,,2022-07-23 00:00:00
3163,Muzyka do rana,,2022-07-23 01:15:00
3164,Sobotni brzask,Maciej Jankowski ,2022-07-23 07:00:00
3165,Koncert życzeń,"Katarzyna Kasia, Marek Napiórkowski ",2022-07-23 10:00:00
3166,Deliberatorium,Beata Grabarczyk ,2022-07-23 12:00:00
3167,Muzyczny gabinet terapeutyczny,Monika Borzym,2022-07-23 13:00:00
3168,Sny kolorowe,Barbara Gregorczyk,2022-07-23 14:00:00
3169,Stulecie dziwów,Jerzy Sosnowski ,2022-07-23 15:00:00
3170,Miłomuzomania,Kinga Krasuska,2022-07-23 16:00:00
3171,Mięta do (pop)kultury,Katarzyna Oklińska,2022-07-23 18:00:00
3172,"Szczyt wszystkiego, czyli każda lista świata","Mateusz Andruszkiewicz, Maciej Jankowski, Marcin Mann",2022-07-23 19:00:00
3173,TIP-TOP Lista Radia Nowy Świat,Michał Porycki ,2022-07-23 20:00:00
3174,Domówka,Paweł Orlikowski,2022-07-23 22:00:00
3175,Muzyka do rana,,2022-07-24 00:00:00
3176,De Cuba Su Musica,Jose Torres,2022-07-24 08:00:00
3177,Lipcowy miód,Jan Janczy,2022-07-24 10:00:00
3178,Manniak po omacku,Wojciech Mann,2022-07-24 11:00:00
3179,Raczek movie,Tomasz Raczek ,2022-07-24 13:00:00
3180,Wesoła warszawska fala,Jan Emil Młynarski,2022-07-24 14:00:00
3181,Pora siesty,Marcin Kydryński,2022-07-24 15:00:00
3182,W głębi duszy,Eliza Michalik ,2022-07-24 17:00:00
3183,Nie tylko hip-hop,Mateusz Andruszkiewicz,2022-07-24 18:00:00
3184,Czytał Michał Nogaś,Michał Nogaś ,2022-07-24 19:00:00
3185,Mogli w niedzielę,,2022-07-24 20:00:00
3186,Dobrze nastrojone po polsku,Marcelina Słomian ,2022-07-24 21:00:00
3187,Osobiste wycieczki,Maciej Grzenkowicz,2022-07-24 23:00:00
3188,Muzyka do rana,,2022-07-25 00:00:00
3189,Nowy świt,Mateusz Andruszkiewicz,2022-07-25 06:00:00
3190,Gra o ton,"Wojciech Mann, Paweł Orlikowski ",2022-07-25 10:00:00
3191,W środku dnia,Jan Niebudek ,2022-07-25 11:00:00
3192,Dziękuję za wypowiedź,Adam Nowak,2022-07-25 14:00:00
3193,Nowy Świat po południu,Ksenia Maćczak ,2022-07-25 16:00:00
3194,Strumień zdumień,Jan Chojnacki,2022-07-25 19:00:00
3195,JerzoBrzmienia,Jerzy Sosnowski,2022-07-25 21:00:00
3196,Muzyka bardzo poważna,Krzysztof Grabowski,2022-07-25 22:00:00
3197,Muzyka do rana,,2022-07-26 00:00:00
3198,Nowy świt,Katarzyna Kasia,2022-07-26 06:00:00
3199,Numer na bis,Maria Zamachowska,2022-07-26 10:00:00
3200,W środku dnia,Mateusz Andruszkiewicz ,2022-07-26 11:00:00
3201,Personal bigos,Marcin Mann,2022-07-26 14:00:00
3202,Soulówka,Mikołaj Tyczyński ,2022-07-26 15:00:00
3203,Nowy Świat po południu,Michał Porycki ,2022-07-26 16:00:00
3204,Wagle,"Wojciech Waglewski, Fisz",2022-07-26 19:00:00
3205,Punkt widzenia,Beata Grabarczyk ,2022-07-26 21:00:00
3206,Sejsmograf,Kinga Krasuska,2022-07-26 22:00:00
3207,Muzyka do rana,,2022-07-27 00:00:00
3208,Nowy świt,Mateusz Andruszkiewicz ,2022-07-27 06:00:00
3209,Wszystko gra,Maciej Jankowski,2022-07-27 10:00:00
3210,W środku dnia,Jan Niebudek ,2022-07-27 11:00:00
3211,Dzieci bluesa,Jan Chojnacki ,2022-07-27 14:00:00
3212,Nowy Świat po południu,Michał Porycki ,2022-07-27 16:00:00
3213,Bon ton,Agnieszka Lipka-Barnett,2022-07-27 19:00:00
3214,Słowo daję,Jarosław Mikołajewski,2022-07-27 21:00:00
3215,Muzyka do czytania,Michał Nogaś,2022-07-27 22:00:00
3216,Muzyka do rana,,2022-07-28 00:00:00
3217,Nowy świt,"Katarzyna Kasia, Grzegorz Markowski ",2022-07-28 06:00:00
3218,Motyw przewodni,Mateusz Kuśmierek,2022-07-28 10:00:00
3219,W środku dnia,Jan Niebudek ,2022-07-28 11:00:00
3220,Zamach na dziesiątą muzę,Maria Zamachowska,2022-07-28 14:00:00
3221,Nowy Świat po południu,Michał Porycki ,2022-07-28 16:00:00
3222,Napiór w eterze,Marek Napiórkowski,2022-07-28 19:00:00
3223,Punkt widzenia,Beata Grabarczyk ,2022-07-28 21:00:00
3224,Nocny świat,Mikołaj Kierski,2022-07-28 22:00:00
3225,Powidoki,Bruno Jasieński,2022-07-28 23:00:00
3226,Muzyka do rana,,2022-07-29 00:00:00
3227,Poranna Manna,Wojciech Mann ,2022-07-29 06:00:00
3228,Dobrze nastrojone,Marcelina Słomian,2022-07-29 10:00:00
3229,W środku dnia,Jan Niebudek,2022-07-29 11:00:00
3230,Klimaty na raty,Jan Janczy,2022-07-29 14:00:00
3231,Nowy Świat po południu,Michał Porycki ,2022-07-29 16:00:00
3232,RadioAktywni,Jacek Nizinkiewicz ,2022-07-29 19:00:00
3233,Akademia rocka,Adam Stasiak,2022-07-29 21:00:00
3234,Biforek,Mikołaj Tyczyński,2022-07-29 22:00:00
3235,U progu nocy,Kamil Wrona,2022-07-29 23:00:00
3236,Koncertowe granie,,2022-07-30 00:00:00
3237,Muzyka do rana,,2022-07-30 00:45:00
3238,Sobotni brzask,Maciej Jankowski,2022-07-30 07:00:00
3239,Koncert życzeń,"Michał Nogaś, Marcelina Słomian ",2022-07-30 10:00:00
3240,Deliberatorium,Beata Grabarczyk ,2022-07-30 12:00:00
3241,Muzyczny gabinet terapeutyczny,Monika Borzym,2022-07-30 13:00:00
3242,Sny kolorowe,Barbara Gregorczyk,2022-07-30 14:00:00
3243,Stulecie dziwów,Jerzy Sosnowski ,2022-07-30 15:00:00
3244,Miłomuzomania,Kinga Krasuska,2022-07-30 16:00:00
3245,Mięta do (pop)kultury,Katarzyna Oklińska,2022-07-30 18:00:00
3246,"Szczyt wszystkiego, czyli każda lista świata","Mateusz Andruszkiewicz, Maciej Jankowski, Marcin Mann",2022-07-30 19:00:00
3247,TIP-TOP Lista Radia Nowy Świat,Michał Porycki ,2022-07-30 20:00:00
3248,Domówka,Paweł Orlikowski,2022-07-30 22:00:00
3249,Muzyka do rana,,2022-07-31 00:00:00
3250,De Cuba Su Musica,Jose Torres,2022-07-31 08:00:00
3251,Lipcowy miód,Jan Janczy,2022-07-31 10:00:00
3252,Manniak po omacku,Wojciech Mann,2022-07-31 11:00:00
3253,Raczek movie,Tomasz Raczek ,2022-07-31 13:00:00
3254,Wesoła warszawska fala,Jan Emil Młynarski,2022-07-31 14:00:00
3255,Pora siesty,Marcin Kydryński,2022-07-31 15:00:00
3256,W głębi duszy,Eliza Michalik ,2022-07-31 17:00:00
3257,Nie tylko hip-hop,Mateusz Andruszkiewicz,2022-07-31 18:00:00
3258,Czytał Michał Nogaś,Michał Nogaś ,2022-07-31 19:00:00
3259,Mogli w niedzielę,,2022-07-31 20:00:00
3260,Dobrze nastrojone po polsku,Marcelina Słomian,2022-07-31 21:00:00
3261,Osobiste wycieczki,Maciej Grzenkowicz,2022-07-31 23:00:00
3262,Muzyka do rana,,2022-08-01 00:00:00
3263,Nowy świt,Maciej Orłoś ,2022-08-01 06:00:00
3264,Gra o ton,Wojciech Mann,2022-08-01 10:00:00
3265,W środku dnia,Jan Niebudek ,2022-08-01 11:00:00
3266,Dziękuję za wypowiedź,Adam Nowak,2022-08-01 14:00:00
3267,Nowy Świat po południu,Ksenia Maćczak ,2022-08-01 16:00:00
3268,Strumień zdumień,Jan Chojnacki,2022-08-01 19:00:00
3269,Punkt widzenia,Jerzy Sosnowski ,2022-08-01 21:00:00
3270,Muzyka bardzo poważna,Krzysztof Grabowski,2022-08-01 22:00:00
3271,Muzyka do rana,,2022-08-02 00:00:00
3272,Nowy świt,Katarzyna Kasia ,2022-08-02 06:00:00
3273,Motyw przewodni,Mateusz Kuśmierek,2022-08-02 10:00:00
3274,W środku dnia,Mateusz Andruszkiewicz ,2022-08-02 11:00:00
3275,Personal bigos,Marcin Mann,2022-08-02 14:00:00
3276,Neo-soulówka,Mikołaj Tyczyński,2022-08-02 15:00:00
3277,Nowy Świat po południu,Michał Porycki ,2022-08-02 16:00:00
3278,Wagle,"Wojciech Waglewski, Fisz",2022-08-02 19:00:00
3279,Punkt widzenia,Beata Grabarczyk ,2022-08-02 21:00:00
3280,Sejsmograf,Kinga Krasuska,2022-08-02 22:00:00
3281,Muzyka do rana,,2022-08-03 00:00:00
3282,Nowy świt,Mateusz Andruszkiewicz ,2022-08-03 06:00:00
3283,Wszystko gra,Maciej Jankowski,2022-08-03 10:00:00
3284,W środku dnia,Jan Niebudek ,2022-08-03 11:00:00
3285,Dzieci bluesa,Jan Chojnacki,2022-08-03 14:00:00
3286,Nowy Świat po południu,Michał Porycki ,2022-08-03 16:00:00
3287,Bon ton,Agnieszka Lipka-Barnett,2022-08-03 19:00:00
3288,Słowo daję,Jarosław Mikołajewski,2022-08-03 21:00:00
3289,Muzyka do czytania,Michał Nogaś,2022-08-03 22:00:00
3290,Muzyka do rana,,2022-08-04 00:00:00
3291,Nowy świt,"Katarzyna Kasia, Grzegorz Markowski",2022-08-04 06:00:00
3292,Numer na bis,Maria Zamachowska,2022-08-04 10:00:00
3293,W środku dnia,Jan Niebudek,2022-08-04 11:00:00
3294,Zamach na dziesiątą muzę,Zbigniew Zamachowski,2022-08-04 14:00:00
3295,Nowy Świat po południu,Michał Porycki ,2022-08-04 16:00:00
3296,Napiór w eterze,Marek Napiórkowski,2022-08-04 19:00:00
3297,Punkt widzenia,Beata Grabarczyk ,2022-08-04 21:00:00
3298,Nocny świat,Mikołaj Kierski,2022-08-04 22:00:00
3299,Powidoki,Bruno Jasieński,2022-08-04 23:00:00
3300,Muzyka do rana,,2022-08-05 00:00:00
