,title_ramowka,redactor,datetime
4205,De Cuba Su Musica,Jose Torres,2022-10-30 08:00:00
4206,Soulówka,Mikołaj Tyczyński,2022-10-30 10:00:00
4207,Manniak po omacku,Wojciech Mann,2022-10-30 11:00:00
4208,Raczek movie,Tomasz Raczek ,2022-10-30 13:00:00
4209,Wesoła warszawska fala,Jan Emil Młynarski,2022-10-30 14:00:00
4210,Pora siesty,Marcin Kydryński,2022-10-30 15:00:00
4211,W głębi duszy,Eliza Michalik ,2022-10-30 17:00:00
4212,Nie tylko hip-hop,Mateusz Andruszkiewicz,2022-10-30 18:00:00
4213,Czytał Michał Nogaś,Michał Nogaś ,2022-10-30 19:00:00
4214,Z archiwum polskiej rozrywki,Michał Nogaś,2022-10-30 20:00:00
4215,Nocne miraże,Marcelina Słomian,2022-10-30 22:00:00
4216,Muzyka do rana,,2022-10-31 00:00:00
4217,Nowy świt,Maciej Orłoś ,2022-10-31 06:00:00
4218,Muzoleum,Wojciech Mann,2022-10-31 10:00:00
4219,W środku dnia,Jan Niebudek ,2022-10-31 11:00:00
4220,Dziękuję za wypowiedź,Adam Nowak,2022-10-31 14:00:00
4221,Nowy Świat po południu,Ksenia Maćczak,2022-10-31 16:00:00
4222,Strumień zdumień,Jan Chojnacki ,2022-10-31 19:00:00
4223,JerzoBrzmienia,Jerzy Sosnowski ,2022-10-31 21:00:00
4224,Muzyka bardzo poważna,Krzysztof Grabowski,2022-10-31 22:00:00
4225,Muzyka do rana,,2022-11-01 00:00:00
4226,Nowy świt,Katarzyna Kasia ,2022-11-01 07:00:00
4227,Motyw przewodni,Mateusz Kuśmierek,2022-11-01 10:00:00
4228,W środku dnia,Mateusz Andruszkiewicz ,2022-11-01 11:00:00
4229,Personal bigos,Marcin Mann,2022-11-01 14:00:00
4230,Akademia rocka,Adam Stasiak,2022-11-01 15:00:00
4231,Nowy Świat po południu,Michał Porycki ,2022-11-01 16:00:00
4232,Wagle,"Wojciech Waglewski, Fisz",2022-11-01 19:00:00
4233,Punkt widzenia,Beata Grabarczyk ,2022-11-01 21:00:00
4234,Świat naszej muzyki,Bartek Winczewski,2022-11-01 22:00:00
4235,Muzyka do rana,,2022-11-02 00:00:00
4236,Nowy świt,Mateusz Andruszkiewicz ,2022-11-02 06:00:00
4237,Etykieta zastępcza,Paweł Orlikowski,2022-11-02 10:00:00
4238,W środku dnia,Jan Niebudek ,2022-11-02 11:00:00
4239,Dzieci bluesa,Jan Chojnacki,2022-11-02 14:00:00
4240,Nowy Świat po południu,Michał Porycki ,2022-11-02 16:00:00
4241,Bon ton,Agnieszka Lipka-Barnett,2022-11-02 19:00:00
4242,Słowo daję,Jarosław Mikołajewski,2022-11-02 21:00:00
4243,Muzyka do czytania,Michał Nogaś,2022-11-02 22:00:00
4244,Muzyka do rana,,2022-11-03 00:00:00
4245,Nowy świt,"Katarzyna Kasia, Grzegorz Markowski ",2022-11-03 06:00:00
4246,Etykieta zastępcza,Mikołaj Tyczyński,2022-11-03 10:00:00
4247,W środku dnia,Jan Niebudek ,2022-11-03 11:00:00
4248,Zamach na dziesiątą muzę,"Zbigniew Zamachowski, Wojciech Malajkat",2022-11-03 14:00:00
4249,Nowy Świat po południu,Michał Porycki ,2022-11-03 16:00:00
4250,Napiór w eterze,Marek Napiórkowski,2022-11-03 19:00:00
4251,Punkt widzenia,Beata Grabarczyk,2022-11-03 21:00:00
4252,Nocny świat,Mikołaj Kierski,2022-11-03 22:00:00
4253,Powidoki,Bruno Jasieński,2022-11-03 23:00:00
4254,Muzyka do rana,,2022-11-04 00:00:00
4255,Poranna Manna,Wojciech Mann,2022-11-04 06:00:00
4256,Dobrze nastrojone,Marcelina Słomian,2022-11-04 10:00:00
4257,W środku dnia,Jan Niebudek ,2022-11-04 11:00:00
4258,Klimaty na raty,Jan Janczy,2022-11-04 14:00:00
4259,Nowy Świat po południu,Michał Porycki ,2022-11-04 16:00:00
4260,RadioAktywni,Jacek Nizinkiewicz ,2022-11-04 19:00:00
4261,Biforek,Mikołaj Tyczyński,2022-11-04 21:00:00
4262,Sejsmograf,Kinga Krasuska,2022-11-04 22:00:00
4263,Koncertowe granie,,2022-11-05 00:00:00
4264,Muzyka do rana,,2022-11-05 01:15:00
4265,Sobotni brzask,"Patryk Rabiega, Marcelina Słomian ",2022-11-05 07:00:00
4266,Koncert życzeń,"Piotr Bukartyk, Agnieszka Lipka-Barnett ",2022-11-05 10:00:00
4267,Deliberatorium,Beata Grabarczyk ,2022-11-05 12:00:00
4268,Muzyczny gabinet terapeutyczny,Monika Borzym,2022-11-05 13:00:00
4269,Etykieta zastępcza,Jan Janczy,2022-11-05 14:00:00
4270,Stulecie dziwów,Jerzy Sosnowski ,2022-11-05 15:00:00
4271,Miłomuzomania,Kinga Krasuska,2022-11-05 16:00:00
4272,Mięta do (pop)kultury,Katarzyna Oklińska ,2022-11-05 18:00:00
4273,"Szczyt wszystkiego, czyli każda lista świata","Mateusz Andruszkiewicz, Maciej Jankowski, Marcin Mann",2022-11-05 19:00:00
4274,TIP-TOP Lista Radia Nowy Świat,Michał Porycki ,2022-11-05 20:00:00
4275,Domówka,Paweł Orlikowski,2022-11-05 22:00:00
4276,"Koncert ""Jazz po polsku""",,2022-11-06 00:00:00
4277,Muzyka do rana,,2022-11-06 01:00:00
4278,De Cuba Su Musica,Jose Torres,2022-11-06 08:00:00
4279,Soulówka,Mikołaj Tyczyński,2022-11-06 10:00:00
4280,Manniak po omacku,Wojciech Mann,2022-11-06 11:00:00
4281,Raczek movie,Tomasz Raczek ,2022-11-06 13:00:00
4282,Wesoła warszawska fala,Jan Emil Młynarski,2022-11-06 14:00:00
4283,Pora siesty,Marcin Kydryński,2022-11-06 15:00:00
4284,W głębi duszy,Eliza Michalik ,2022-11-06 17:00:00
4285,Nie tylko hip-hop,Mateusz Andruszkiewicz,2022-11-06 18:00:00
4286,Czytał Michał Nogaś,Michał Nogaś ,2022-11-06 19:00:00
4287,Z archiwum polskiej rozrywki,Michał Nogaś,2022-11-06 20:00:00
4288,Nocne miraże,Marcelina Słomian,2022-11-06 22:00:00
4289,Muzyka do rana,,2022-11-07 00:00:00
4290,Nowy świt,Mateusz Andruszkiewicz ,2022-11-07 06:00:00
4291,Muzoleum,Wojciech Mann,2022-11-07 10:00:00
4292,W środku dnia,Jan Niebudek ,2022-11-07 11:00:00
4293,Dziękuję za wypowiedź,Adam Nowak,2022-11-07 14:00:00
4294,Nowy Świat po południu,Ksenia Maćczak ,2022-11-07 16:00:00
4295,Strumień zdumień,Jan Chojnacki ,2022-11-07 19:00:00
4296,JerzoBrzmienia,Jerzy Sosnowski ,2022-11-07 21:00:00
4297,Muzyka bardzo poważna,Krzysztof Grabowski,2022-11-07 22:00:00
4298,Muzyka do rana,,2022-11-08 00:00:00
4299,Nowy świt,Katarzyna Kasia ,2022-11-08 06:00:00
4300,Motyw przewodni,Mateusz Kuśmierek,2022-11-08 10:00:00
4301,W środku dnia,Jan Niebudek ,2022-11-08 11:00:00
4302,Personal bigos,Marcin Mann,2022-11-08 14:00:00
4303,Akademia rocka,Adam Stasiak,2022-11-08 15:00:00
4304,Nowy Świat po południu,Michał Porycki ,2022-11-08 16:00:00
4305,Wagle,"Wojciech Waglewski, Fisz",2022-11-08 19:00:00
4306,Punkt widzenia,Beata Grabarczyk ,2022-11-08 21:00:00
4307,Świat naszej muzyki,Bartek Winczewski,2022-11-08 22:00:00
4308,Muzyka do rana,,2022-11-09 00:00:00
4309,Nowy świt,Mateusz Andruszkiewicz ,2022-11-09 06:00:00
4310,Wszystko gra,Maciej Jankowski,2022-11-09 10:00:00
4311,W środku dnia,Jan Niebudek ,2022-11-09 11:00:00
4312,Dzieci bluesa,Jan Chojnacki,2022-11-09 14:00:00
4313,Nowy Świat po południu,Michał Porycki ,2022-11-09 16:00:00
4314,Bon ton,Agnieszka Lipka-Barnett,2022-11-09 19:00:00
4315,Słowo daję,Jarosław Mikołajewski ,2022-11-09 21:00:00
4316,Muzyka do czytania,Michał Nogaś,2022-11-09 22:00:00
4317,Muzyka do rana,,2022-11-10 00:00:00
4318,Nowy świt,"Katarzyna Kasia, Grzegorz Markowski",2022-11-10 06:00:00
4319,Akademia rocka,Adam Stasiak,2022-11-10 10:00:00
4320,W środku dnia,Agnieszka Lipka-Barnett ,2022-11-10 11:00:00
4321,Zamach na dziesiątą muzę,Zbigniew Zamachowski,2022-11-10 14:00:00
4322,Nowy Świat po południu,Michał Porycki ,2022-11-10 16:00:00
4323,Napiór w eterze,Marek Napiórkowski,2022-11-10 19:00:00
4324,Punkt widzenia,Beata Grabarczyk,2022-11-10 21:00:00
4325,Nocny świat,Mikołaj Kierski,2022-11-10 22:00:00
4326,Powidoki,Bruno Jasieński,2022-11-10 23:00:00
4327,Muzyka do rana,,2022-11-11 00:00:00
4328,Poranna Manna,Wojciech Mann ,2022-11-11 07:00:00
4329,Dobrze nastrojone,Marcelina Słomian,2022-11-11 10:00:00
4330,W środku dnia,Mateusz Andruszkiewicz ,2022-11-11 11:00:00
4331,Klimaty na raty,Jan Janczy,2022-11-11 14:00:00
4332,Nowy Świat po południu,Michał Porycki ,2022-11-11 16:00:00
4333,RadioAktywni,Jacek Nizinkiewicz ,2022-11-11 19:00:00
4334,Biforek,Mikołaj Tyczyński ,2022-11-11 21:00:00
4335,Sejsmograf,Kinga Krasuska,2022-11-11 22:00:00
4336,Koncertowe granie,,2022-11-12 00:00:00
4337,Muzyka do rana,,2022-11-12 01:00:00
4338,Sobotni brzask,Maciej Jankowski ,2022-11-12 07:00:00
4339,Koncert życzeń,"Marcelina Słomian, Wojciech Malajkat",2022-11-12 10:00:00
4340,Deliberatorium,Beata Grabarczyk ,2022-11-12 12:00:00
4341,Muzyczny gabinet terapeutyczny,Monika Borzym,2022-11-12 13:00:00
4342,Sny kolorowe,Barbara Gregorczyk,2022-11-12 14:00:00
4343,Stulecie dziwów,Jerzy Sosnowski ,2022-11-12 15:00:00
4344,Miłomuzomania,Kinga Krasuska,2022-11-12 16:00:00
4345,Mięta do (pop)kultury,Katarzyna Oklińska ,2022-11-12 18:00:00
4346,"Szczyt wszystkiego, czyli każda lista świata","Mateusz Andruszkiewicz, Maciej Jankowski, Marcin Mann",2022-11-12 19:00:00
4347,TIP-TOP Lista Radia Nowy Świat,Michał Porycki ,2022-11-12 20:00:00
4348,Domówka,Paweł Orlikowski,2022-11-12 22:00:00
4349,"Koncert ""Jazz po polsku""",,2022-11-13 00:00:00
4350,Muzyka do rana,,2022-11-13 01:00:00
4351,De Cuba Su Musica,Jose Torres,2022-11-13 08:00:00
4352,Soulówka,Mikołaj Tyczyński,2022-11-13 10:00:00
4353,Manniak po omacku,Wojciech Mann,2022-11-13 11:00:00
4354,Raczek movie,Tomasz Raczek ,2022-11-13 13:00:00
4355,Wesoła warszawska fala,Jan Emil Młynarski,2022-11-13 14:00:00
4356,Pora siesty,Marcin Kydryński,2022-11-13 15:00:00
4357,W głębi duszy,Eliza Michalik,2022-11-13 17:00:00
4358,Nie tylko hip-hop,Mateusz Andruszkiewicz,2022-11-13 18:00:00
4359,Czytał Michał Nogaś,Michał Nogaś ,2022-11-13 19:00:00
4360,Zamiennik,Artur Andrus,2022-11-13 20:00:00
4361,Nocne miraże,Marcelina Słomian ,2022-11-13 22:00:00
4362,Muzyka do rana,,2022-11-14 00:00:00
4363,Nowy świt,Mateusz Andruszkiewicz ,2022-11-14 06:00:00
4364,Muzoleum,Wojciech Mann,2022-11-14 10:00:00
4365,W środku dnia,Jan Niebudek ,2022-11-14 11:00:00
4366,Dziękuję za wypowiedź,Adam Nowak,2022-11-14 14:00:00
4367,Nowy Świat po południu,Ksenia Maćczak ,2022-11-14 16:00:00
4368,Strumień zdumień,Jan Chojnacki ,2022-11-14 19:00:00
4369,JerzoBrzmienia,Jerzy Sosnowski ,2022-11-14 21:00:00
4370,Muzyka bardzo poważna,Krzysztof Grabowski,2022-11-14 22:00:00
4371,Muzyka do rana,,2022-11-15 00:00:00
4372,Nowy świt,Katarzyna Kasia ,2022-11-15 06:00:00
4373,Motyw przewodni,Mateusz Kuśmierek,2022-11-15 10:00:00
4374,W środku dnia,Mateusz Andruszkiewicz ,2022-11-15 11:00:00
4375,Personal bigos,Marcin Mann,2022-11-15 14:00:00
4376,Akademia rocka,Adam Stasiak,2022-11-15 15:00:00
4377,Nowy Świat po południu,Michał Porycki ,2022-11-15 16:00:00
4378,Wagle,"Wojciech Waglewski, Fisz",2022-11-15 19:00:00
4379,Punkt widzenia,Beata Grabarczyk ,2022-11-15 21:00:00
4380,Świat naszej muzyki,Bartek Winczewski,2022-11-15 22:00:00
4381,Muzyka do rana,,2022-11-16 00:00:00
4382,Nowy świt,Mateusz Andruszkiewicz ,2022-11-16 06:00:00
4383,Wszystko gra,Maciej Jankowski,2022-11-16 10:00:00
4384,W środku dnia,Jan Niebudek ,2022-11-16 11:00:00
4385,Dzieci bluesa,Jan Chojnacki,2022-11-16 14:00:00
4386,Nowy Świat po południu,Michał Porycki ,2022-11-16 16:00:00
4387,Bon ton,Agnieszka Lipka-Barnett,2022-11-16 19:00:00
4388,Słowo daję,Jarosław Mikołajewski,2022-11-16 21:00:00
4389,Muzyka do czytania,Michał Nogaś,2022-11-16 22:00:00
4390,Muzyka do rana,,2022-11-17 00:00:00
4391,Nowy świt,"Katarzyna Kasia, Grzegorz Markowski ",2022-11-17 06:00:00
4392,Akademia rocka,Adam Stasiak,2022-11-17 10:00:00
4393,W środku dnia,Jan Niebudek ,2022-11-17 11:00:00
4394,Zamach na dziesiątą muzę,"Zbigniew Zamachowski, Wojciech Malajkat",2022-11-17 14:00:00
4395,Nowy Świat po południu,Michał Porycki ,2022-11-17 16:00:00
4396,Napiór w eterze,Marek Napiórkowski,2022-11-17 19:00:00
4397,Punkt widzenia,Beata Grabarczyk,2022-11-17 21:00:00
4398,Nocny świat,Mikołaj Kierski,2022-11-17 22:00:00
4399,Powidoki,Bruno Jasieński,2022-11-17 23:00:00
4400,Muzyka do rana,,2022-11-18 00:00:00
4401,Poranna Manna,Wojciech Mann ,2022-11-18 06:00:00
4402,Dobrze nastrojone,Marcelina Słomian,2022-11-18 10:00:00
4403,W środku dnia,Jan Niebudek ,2022-11-18 11:00:00
4404,Klimaty na raty,Jan Janczy,2022-11-18 14:00:00
4405,Nowy Świat po południu,Michał Porycki ,2022-11-18 16:00:00
4406,RadioAktywni,Jacek Nizinkiewicz ,2022-11-18 19:00:00
4407,Biforek,Mikołaj Tyczyński,2022-11-18 21:00:00
4408,Sejsmograf,Kinga Krasuska,2022-11-18 22:00:00
4409,Koncertowe granie,,2022-11-19 00:00:00
4410,Muzyka do rana,,2022-11-19 00:45:00
4411,Sobotni brzask,Maciej Jankowski ,2022-11-19 07:00:00
4412,Koncert życzeń,"Joanna Kołaczkowska, Wojciech Malajkat, Zbigniew Zamachowski",2022-11-19 10:00:00
4413,Deliberatorium,Beata Grabarczyk ,2022-11-19 12:00:00
4414,Muzyczny gabinet terapeutyczny,Monika Borzym,2022-11-19 13:00:00
4415,Sny kolorowe,Barbara Gregorczyk,2022-11-19 14:00:00
4416,Stulecie dziwów,Jerzy Sosnowski ,2022-11-19 15:00:00
4417,Miłomuzomania,Kinga Krasuska,2022-11-19 16:00:00
4418,Mięta do (pop)kultury,Katarzyna Oklińska ,2022-11-19 18:00:00
4419,"Szczyt wszystkiego, czyli każda lista świata","Mateusz Andruszkiewicz, Maciej Jankowski, Marcin Mann",2022-11-19 19:00:00
4420,TIP-TOP Lista Radia Nowy Świat,Michał Porycki ,2022-11-19 20:00:00
4421,Domówka,Paweł Orlikowski,2022-11-19 22:00:00
4422,"Koncert ""Jazz po polsku""",,2022-11-20 00:00:00
4423,Muzyka do rana,,2022-11-20 01:00:00
4424,De Cuba Su Musica,Jose Torres,2022-11-20 08:00:00
4425,Soulówka,Mikołaj Tyczyński,2022-11-20 10:00:00
4426,Manniak po omacku,Wojciech Mann,2022-11-20 11:00:00
4427,Raczek movie,Tomasz Raczek ,2022-11-20 13:00:00
4428,Wesoła warszawska fala,Jan Emil Młynarski,2022-11-20 14:00:00
4429,Pora siesty,Marcin Kydryński,2022-11-20 15:00:00
4430,W głębi duszy,Eliza Michalik ,2022-11-20 17:00:00
4431,Nie tylko hip-hop,Mateusz Andruszkiewicz,2022-11-20 18:00:00
4432,Czytał Michał Nogaś,Michał Nogaś ,2022-11-20 19:00:00
4433,Zamiennik,Artur Andrus,2022-11-20 20:00:00
4434,Nocne miraże,Marcelina Słomian ,2022-11-20 22:00:00
4435,Muzyka do rana,,2022-11-21 00:00:00
4436,Nowy świt,Mateusz Andruszkiewicz ,2022-11-21 06:00:00
4437,Muzoleum,Wojciech Mann,2022-11-21 10:00:00
4438,W środku dnia,Jan Niebudek ,2022-11-21 11:00:00
4439,Dziękuję za wypowiedź,Adam Nowak,2022-11-21 14:00:00
4440,Nowy Świat po południu,Ksenia Maćczak ,2022-11-21 16:00:00
4441,Strumień zdumień,Jan Chojnacki ,2022-11-21 19:00:00
4442,JerzoBrzmienia,Jerzy Sosnowski ,2022-11-21 21:00:00
4443,Muzyka bardzo poważna,Krzysztof Grabowski,2022-11-21 22:00:00
4444,Muzyka do rana,,2022-11-22 00:00:00
4445,Nowy świt,Katarzyna Kasia ,2022-11-22 06:00:00
4446,Motyw przewodni,Mateusz Kuśmierek,2022-11-22 10:00:00
4447,W środku dnia,Mateusz Andruszkiewicz ,2022-11-22 11:00:00
4448,Personal bigos,Marcin Mann,2022-11-22 14:00:00
4449,Akademia rocka,Adam Stasiak,2022-11-22 15:00:00
4450,Nowy Świat po południu,Michał Porycki ,2022-11-22 16:00:00
4451,Wagle,"Wojciech Waglewski, Fisz",2022-11-22 19:00:00
4452,Punkt widzenia,Beata Grabarczyk ,2022-11-22 21:00:00
4453,Świat naszej muzyki,Bartek Winczewski,2022-11-22 22:00:00
4454,Muzyka do rana,,2022-11-23 00:00:00
4455,Nowy świt,Mateusz Andruszkiewicz ,2022-11-23 06:00:00
4456,Wszystko gra,Maciej Jankowski,2022-11-23 10:00:00
4457,W środku dnia,Jan Niebudek ,2022-11-23 11:00:00
4458,Dzieci bluesa,Jan Chojnacki,2022-11-23 14:00:00
4459,Nowy Świat po południu,Michał Porycki ,2022-11-23 16:00:00
4460,Bon ton,Agnieszka Lipka-Barnett,2022-11-23 19:00:00
4461,Słowo daję,Jarosław Mikołajewski,2022-11-23 21:00:00
4462,Muzyka do czytania,Michał Nogaś,2022-11-23 22:00:00
4463,Muzyka do rana,,2022-11-24 00:00:00
4464,Nowy świt,"Katarzyna Kasia, Grzegorz Markowski ",2022-11-24 06:00:00
4465,Akademia rocka,Adam Stasiak,2022-11-24 10:00:00
4466,W środku dnia,Jan Niebudek ,2022-11-24 11:00:00
4467,Etykieta zastępcza,Agnieszka Lipka-Barnett,2022-11-24 14:00:00
4468,Nowy Świat po południu,Michał Porycki ,2022-11-24 16:00:00
4469,Napiór w eterze,Marek Napiórkowski,2022-11-24 19:00:00
4470,Koncert w Nowym Świecie,,2022-11-24 20:00:00
4471,Po koncercie,Jan Janczy,2022-11-24 21:30:00
4472,Nocny świat,Mikołaj Kierski,2022-11-24 22:00:00
4473,Powidoki,Bruno Jasieński,2022-11-24 23:00:00
4474,Muzyka do rana,,2022-11-25 00:00:00
4475,Poranna Manna,Wojciech Mann ,2022-11-25 06:00:00
4476,Dobrze nastrojone,Marcelina Słomian,2022-11-25 10:00:00
4477,W środku dnia,Jan Niebudek ,2022-11-25 11:00:00
4478,Klimaty na raty,Jan Janczy,2022-11-25 14:00:00
4479,Nowy Świat po południu,Michał Porycki ,2022-11-25 16:00:00
4480,RadioAktywni,Jacek Nizinkiewicz ,2022-11-25 19:00:00
4481,Biforek,Mikołaj Tyczyński,2022-11-25 21:00:00
4482,Sejsmograf,Kinga Krasuska,2022-11-25 22:00:00
4483,Koncertowe granie,,2022-11-26 00:00:00
4484,Muzyka do rana,,2022-11-26 01:00:00
4485,Sobotni brzask,Maciej Jankowski ,2022-11-26 07:00:00
4486,Koncert życzeń,"Wojciech Malajkat, Marcelina Słomian ",2022-11-26 10:00:00
4487,Deliberatorium,Klaudiusz Slezak,2022-11-26 12:00:00
4488,Muzyczny gabinet terapeutyczny,Monika Borzym,2022-11-26 13:00:00
4489,Sny kolorowe,Barbara Gregorczyk ,2022-11-26 14:00:00
4490,Stulecie dziwów,Jerzy Sosnowski ,2022-11-26 15:00:00
4491,Miłomuzomania,Kinga Krasuska,2022-11-26 16:00:00
4492,Mięta do (pop)kultury,Katarzyna Oklińska ,2022-11-26 18:00:00
4493,"Szczyt wszystkiego, czyli każda lista świata","Mateusz Andruszkiewicz, Maciej Jankowski, Marcin Mann",2022-11-26 19:00:00
4494,TIP-TOP Lista Radia Nowy Świat,Michał Porycki ,2022-11-26 20:00:00
4495,Domówka,Paweł Orlikowski,2022-11-26 22:00:00
4496,"Koncert ""Jazz po polsku""",,2022-11-27 00:00:00
4497,Muzyka do rana,,2022-11-27 01:00:00
4498,De Cuba Su Musica,Jose Torres,2022-11-27 08:00:00
4499,Soulówka,Mikołaj Tyczyński,2022-11-27 10:00:00
4500,Manniak po omacku,Wojciech Mann,2022-11-27 11:00:00
4501,Raczek movie,Tomasz Raczek ,2022-11-27 13:00:00
4502,Wesoła warszawska fala,Jan Emil Młynarski,2022-11-27 14:00:00
4503,Pora siesty,Marcin Kydryński,2022-11-27 15:00:00
4504,W głębi duszy,Eliza Michalik ,2022-11-27 17:00:00
4505,Nie tylko hip-hop,Mateusz Andruszkiewicz ,2022-11-27 18:00:00
4506,Czytał Michał Nogaś,Michał Nogaś ,2022-11-27 19:00:00
4507,Z archiwum polskiej rozrywki,Michał Nogaś ,2022-11-27 20:00:00
4508,Nocne miraże,Marcelina Słomian,2022-11-27 22:00:00
4509,Muzyka do rana,,2022-11-28 00:00:00
4510,Nowy świt,Mateusz Andruszkiewicz ,2022-11-28 06:00:00
4511,Muzoleum,Wojciech Mann,2022-11-28 10:00:00
4512,W środku dnia,Jan Niebudek ,2022-11-28 11:00:00
4513,Dziękuję za wypowiedź,Adam Nowak,2022-11-28 14:00:00
4514,Nowy Świat po południu,Michał Porycki ,2022-11-28 16:00:00
4515,Strumień zdumień,Jan Chojnacki,2022-11-28 19:00:00
4516,JerzoBrzmienia,Jerzy Sosnowski ,2022-11-28 21:00:00
4517,Muzyka bardzo poważna,Krzysztof Grabowski,2022-11-28 22:00:00
4518,Muzyka do rana,,2022-11-29 00:00:00
4519,Nowy świt,Katarzyna Kasia ,2022-11-29 06:00:00
4520,Motyw przewodni,Mateusz Kuśmierek,2022-11-29 10:00:00
4521,W środku dnia,Mateusz Andruszkiewicz ,2022-11-29 11:00:00
4522,Personal bigos,Marcin Mann,2022-11-29 14:00:00
4523,Akademia rocka,Adam Stasiak,2022-11-29 15:00:00
4524,Nowy Świat po południu,Michał Porycki ,2022-11-29 16:00:00
4525,Wagle,"Wojciech Waglewski, Fisz",2022-11-29 19:00:00
4526,Punkt widzenia,Beata Grabarczyk ,2022-11-29 21:00:00
4527,Świat naszej muzyki,Bartek Winczewski,2022-11-29 22:00:00
4528,Muzyka do rana,,2022-11-30 00:00:00
4529,Nowy świt,Mateusz Andruszkiewicz ,2022-11-30 06:00:00
4530,Wszystko gra,Maciej Jankowski,2022-11-30 10:00:00
4531,W środku dnia,Jan Niebudek ,2022-11-30 11:00:00
4532,Dzieci bluesa,Jan Chojnacki ,2022-11-30 14:00:00
4533,Nowy Świat po południu,Michał Porycki ,2022-11-30 16:00:00
4534,Bon ton,Agnieszka Lipka-Barnett,2022-11-30 19:00:00
4535,Słowo daję,Jarosław Mikołajewski ,2022-11-30 21:00:00
4536,Muzyka do czytania,Michał Nogaś,2022-11-30 22:00:00
4537,Muzyka do rana,,2022-12-01 00:00:00
4538,Nowy świt,"Katarzyna Kasia, Grzegorz Markowski ",2022-12-01 06:00:00
4539,Akademia rocka,Adam Stasiak,2022-12-01 10:00:00
4540,W środku dnia,Jan Niebudek ,2022-12-01 11:00:00
4541,Zamach na dziesiątą muzę,Zbigniew Zamachowski,2022-12-01 14:00:00
4542,Nowy Świat po południu,Michał Porycki ,2022-12-01 16:00:00
4543,Napiór w eterze,Marek Napiórkowski,2022-12-01 19:00:00
4544,Punkt widzenia,Beata Grabarczyk,2022-12-01 21:00:00
4545,Nocny świat,Mikołaj Kierski,2022-12-01 22:00:00
4546,Powidoki,Bruno Jasieński,2022-12-01 23:00:00
4547,Muzyka do rana,,2022-12-02 00:00:00
4548,Poranna Manna,Wojciech Mann ,2022-12-02 06:00:00
4549,Dobrze nastrojone,Marcelina Słomian,2022-12-02 10:00:00
4550,W środku dnia,Jan Niebudek ,2022-12-02 11:00:00
4551,Klimaty na raty,Jan Janczy,2022-12-02 14:00:00
4552,Nowy Świat po południu,Michał Porycki,2022-12-02 16:00:00
4553,RadioAktywni,Jacek Nizinkiewicz ,2022-12-02 19:00:00
4554,Biforek,Mikołaj Tyczyński,2022-12-02 21:00:00
4555,Sejsmograf,Kinga Krasuska,2022-12-02 22:00:00
4556,Koncertowe granie,,2022-12-03 00:00:00
4557,Muzyka do rana,,2022-12-03 01:15:00
4558,Sobotni brzask,Maciej Jankowski ,2022-12-03 07:00:00
4559,Koncert życzeń,"Piotr Bukartyk, Adam Stasiak ",2022-12-03 10:00:00
4560,Deliberatorium,Beata Grabarczyk ,2022-12-03 12:00:00
4561,Muzyczny gabinet terapeutyczny,Monika Borzym,2022-12-03 13:00:00
4562,Sny kolorowe,Barbara Gregorczyk,2022-12-03 14:00:00
4563,Stulecie dziwów,Jerzy Sosnowski ,2022-12-03 15:00:00
4564,Miłomuzomania,Kinga Krasuska,2022-12-03 16:00:00
4565,Mięta do (pop)kultury,Katarzyna Oklińska ,2022-12-03 18:00:00
4566,"Szczyt wszystkiego, czyli każda lista świata","Mateusz Andruszkiewicz, Maciej Jankowski, Marcin Mann",2022-12-03 19:00:00
4567,TIP-TOP Lista Radia Nowy Świat,Michał Porycki ,2022-12-03 20:00:00
4568,Domówka,Paweł Orlikowski,2022-12-03 22:00:00
4569,"Koncert ""Jazz po polsku""",,2022-12-04 00:00:00
4570,Muzyka do rana,,2022-12-04 01:00:00
4571,De Cuba Su Musica,Jose Torres,2022-12-04 08:00:00
4572,Soulówka,Mikołaj Tyczyński,2022-12-04 10:00:00
4573,Manniak po omacku,Wojciech Mann,2022-12-04 11:00:00
4574,Raczek movie,Tomasz Raczek ,2022-12-04 13:00:00
4575,Wesoła warszawska fala,Jan Emil Młynarski,2022-12-04 14:00:00
4576,Pora siesty,Marcin Kydryński,2022-12-04 15:00:00
4577,W głębi duszy,Eliza Michalik ,2022-12-04 17:00:00
4578,Nie tylko hip-hop,Mateusz Andruszkiewicz,2022-12-04 18:00:00
4579,Czytał Michał Nogaś,Michał Nogaś ,2022-12-04 19:00:00
4580,Zamiennik,Joanna Kołaczkowska,2022-12-04 20:00:00
4581,Nocne miraże,Marcelina Słomian,2022-12-04 22:00:00
4582,Muzyka do rana,,2022-12-05 00:00:00
4583,Nowy świt,Agnieszka Lipka-Barnett ,2022-12-05 06:00:00
4584,Muzoleum,Wojciech Mann,2022-12-05 10:00:00
4585,W środku dnia,Jan Niebudek ,2022-12-05 11:00:00
4586,Dziękuję za wypowiedź,Adam Nowak,2022-12-05 14:00:00
